id,contract_price,date_of_publication,procurement_name,place_of_performance,system_number,contracting_authority_id,supplier_id,date_of_contract_close
5982,7094.13,2023-08-16,Objednávka č. 5 k RD č. 391/2023-MA Přeprava autobusy,Jihomoravský kraj,N006/23/V00022884,4,634,
5983,8488.84,2023-05-09,Nákup spojovacího materiálu,Jihomoravský kraj,N006/23/V00012472,4,104,
5984,938937.00,2023-06-07,KS v Brně – dodávka tonerů a CD-R,Jihomoravský kraj,N006/23/V00016212,572,807,
5985,2500000.00,2023-08-16,(M-01) Poskytování právních služeb v oblasti ICT,Hlavní město Praha,N006/23/V00020074,21,476,
5986,1053.15,2023-08-16,DP-RD Svoz a likvidace NO - svoz 10.8.2023.,Moravskoslezský kraj,N006/23/V00021894,4,353,
5987,45222.00,2023-07-25,"Nákup barev, ředidel a majetku k údržbě techniky.",Česká republika,N006/23/V00020818,4,1427,
5988,149000.00,2023-08-16,RD 2023 Poskytnutí mobilních toalet - 2.dp,Středočeský kraj,N006/23/V00010905,4,270,
5989,188000.00,2023-07-13,DNS02-23-A-17 Dodávka PC pro strojové učení,Jihomoravský kraj,N006/23/V00017005,106,759,
5990,10200.00,2023-08-16,RD 2023 Poskytnutí mobilních toalet - 1.dp,Středočeský kraj,N006/23/V00004067,4,270,
5991,31550.00,2023-08-16,DNS02-23-A-22 Dodávka notebooku,Jihomoravský kraj,N006/23/V00021766,106,759,
5992,52189.83,2023-08-16,"Výzva č. 007/2023 k RD č. 71223/2023-6624, Technická kontrola a měření emisí nákladních vozidel",Olomoucký kraj,N006/23/V00022819,4,1354,
5993,29800.00,2023-08-16,DNS02-23-A-21 Dodávka datového projektoru 4k,Jihomoravský kraj,N006/23/V00021681,106,759,
5994,9650.00,2023-08-16,DNS02-23-A-20 Dodávka cestovního notebooku,Jihomoravský kraj,N006/23/V00021429,106,759,
5995,81260.00,2023-07-22,Nákup kartografického materiálu,Olomoucký kraj,N006/23/V00020670,4,4304,
5996,19740.00,2023-08-16,"Tiskárna, HDD",Jihočeský kraj,N006/23/V00019939,11,2345,
5997,53789570.00,2022-09-09,VLRZ - VZ Ovčárna - stavební úpravy objektu VZ - realizace,Moravskoslezský kraj,N006/22/V00018684,59,540,
5998,40930.00,2023-08-16,5. DP - Oprava vozidla Škoda Octavia 4x4 Combi 2.00 FSI vpz-023-71-65,Karlovarský kraj,N006/23/V00022792,4,4306,
5999,290306.52,2023-07-20,PS 0320 - Plzeň - Oprava fasády TOV č. 10,Plzeňský kraj,N006/23/V00019668,4,3936,
6000,1740000.00,2023-04-11,Řemen 97 do kalhot,Jihomoravský kraj,N006/23/V00002792,4,1404,
6001,1172225.21,2023-06-28,Speciální výstroj pro hasiče - záchranářský nůž,Jihomoravský kraj,N006/23/V00006637,4,4308,
6002,999600.00,2023-02-22,Realizace veletrhu Ferienmesse Vídeň,ÖSTERREICH,N006/23/V00004970,240,3163,
6003,14808.00,2023-07-12,PS 0016 – Lokalita 1 – Provedení periodických revizí elektroinstalací 2023,Hlavní město Praha,N006/23/V00017728,4,82,
6004,266675.00,2023-06-09,"Nákup tlakových plniček, mazacích lisů a kompresorů",Česká republika,N006/23/V00016472,4,220,
6005,16647.93,2023-08-16,3. DP Provedení opravy VOZÍK VYS.MOT.M.MV12B,Karlovarský kraj,N006/23/V00022557,4,4311,
6006,969091.75,2023-07-28,PS 0320 - Líně - Oprava pojezdové plochy před vjezdem do hotovostního stání,Plzeňský kraj,N006/23/V00020525,4,3936,
6007,2000000.00,2023-02-12,Online kampaň Březnové hory,Hlavní město Praha,N006/23/V00001008,240,4312,
6008,766400.00,2023-07-14,Pořízení aktivních střeleckých sluchátek.,Česká republika,N006/23/V00019989,4,63,
6009,2467000.00,2023-06-16,"„Obec Horní Štěpánov – ČOV a stoková síť“ Dopracování projektové dokumentace pro provádění stavby (DPS), projektová dokumentace kanalizačních přípojek na veřejném prostranství pro územní souhlas a pro provedení stavby (PVČKP), výkon autorského dozoru (AD)",Olomoucký kraj,N006/23/V00017308,573,4315,
6010,2734.00,2023-08-16,Objednávka č. 14 RD 96/2022-SE Provádění technické kontroly automobilů a měření výfukových plynů,Jihomoravský kraj,N006/23/V00022724,4,1539,
6011,46400.00,2023-08-16,21. DP RD závodní stravování VZ Travčice v letech 2022-2023 - září 2023,Ústecký kraj,N006/23/V00022810,4,419,
6012,147486.00,2023-01-26,Panely silniční,Olomoucký kraj,N006/23/V00002062,4,2015,
6013,98500.00,2023-07-14,Obnova nátěru nadzemních nádrží posádkové výdejny PHM VÚ 4428 Hranice,Olomoucký kraj,N006/23/V00019805,4,1531,
6014,48000.00,2023-08-16,Výzva č. 4,Liberecký kraj,N006/23/V00022651,4,1628,
6015,22510.00,2023-05-17,Výzva k plnění č. 1 Rámcové dohody na nákup hygienických a čistících prostředků - dle objednávky č. 1,Olomoucký kraj,N006/23/V00013578,4,127,
6016,841775.58,2023-08-16,Oprava zubní ordinace a operačního sálu chirurgie,,N006/23/V00022901,229,3392,
6017,499905.20,2023-07-20,Zkapacitnění ČOV pro čp. 502 v Hořejším Vrchlabí - II. zadání,Královéhradecký kraj,N006/23/V00020554,369,4317,
6018,21200.00,2023-08-16,"8. DP - Oprava vozidla P-V3S HR, VPZ-331-01-97 v. č. 114337",Karlovarský kraj,N006/23/V00022875,4,2367,
6019,31839.00,2023-05-31,1.DP. - odvoz a likvidace O+N odpadů,Česká republika,N006/23/V00014569,4,1441,
6020,209700.00,2023-08-07,Oprava přívěsu,Česká republika,N006/23/V00019594,4,2509,
6021,14822.60,2023-01-27,Zajištění úklidové služby pro OAMP Ústí nad Labem,Ústecký kraj,N006/23/V00000097,226,177,
6022,4410.20,2023-08-16,"Výzva č. 004/2023 k RD č. 36970/2021-6624, Servis, údržba a oprava osobních vozidel FIAT",Olomoucký kraj,N006/23/V00022816,4,3612,
6023,37200.00,2022-01-12,1. DP RD závodní stravování VZ Travčice v letech 2022-2023 - leden 2022,Ústecký kraj,N006/22/V00000483,4,419,
6024,32880.00,2022-02-01,2. DP RD závodní stravování VZ Travčice v letech 2022-2023 - únor 2022,Ústecký kraj,N006/22/V00001912,4,419,
6025,35840.00,2022-02-23,3. DP RD závodní stravování VZ Travčice v letech 2022-2023 - březen 2022,Ústecký kraj,N006/22/V00003832,4,419,
6026,7561.37,2023-08-16,7.DP RD 22105002372,Moravskoslezský kraj,N006/23/V00022749,4,187,
6027,30400.00,2022-03-16,4. DP RD závodní stravování VZ Travčice v letech 2022-2023 - duben 2022,Ústecký kraj,N006/22/V00005785,4,419,
6028,32800.00,2023-06-23,Výstražný magnetický LED maják,Jihočeský kraj,N006/23/V00018066,4,52,
6029,33280.00,2022-04-21,5. DP RD závodní stravování VZ Travčice v letech 2022-2023 - květen 2022,Ústecký kraj,N006/22/V00009202,4,419,
6030,11727.71,2023-08-16,6.DP RD 22105002372 Opravy osobních vozidel,Moravskoslezský kraj,N006/23/V00022254,4,187,
6031,3300.00,2023-06-23,ND na motorové pily a křovinořezy,Jihočeský kraj,N006/23/V00018055,4,52,
6032,30560.00,2022-05-26,6. DP RD závodní stravování VZ Travčice v letech 2022-2023 - červen 2022,Ústecký kraj,N006/22/V00012813,4,419,
6033,320000.00,2020-12-17,SZ Lemberk - obnova vstupních objektů a ledárny - TDI,,N006/20/V00032228,17,4318,
6034,8500.00,2023-06-23,Lanový 4-záves s háky,Jihočeský kraj,N006/23/V00018068,4,52,
6035,21680.00,2022-06-17,7. DP RD závodní stravování VZ Travčice v letech 2022-2023 - červenec 2022,Ústecký kraj,N006/22/V00015547,4,419,
6036,32800.00,2022-06-17,8. DP RD závodní stravování VZ Travčice v letech 2022-2023 - srpen 2022,Ústecký kraj,N006/22/V00015553,4,419,
6037,11760.00,2023-08-16,"40. DP RD - Pronájem mobilních toalet, umýváren a stojanů s dezinfekcí pro VÚ 8660 Vyškov na období 01.03.2023 - 29.02.2024",Jihomoravský kraj Jihomoravský kraj,N006/23/V00022494,4,85,
6038,29840.00,2022-08-02,9. DP RD závodní stravování VZ Travčice v letech 2022-2023 - září 2022,Ústecký kraj,N006/22/V00019724,4,419,
6039,4623548.00,2022-11-22,"Stavební úpravy, nástavba a přístavba objektu ZŠ Na Výsluní, BnL- II.etapa-akumulační nádrže na dešťovou vodu",Středočeský kraj,N006/22/V00031653,495,2223,
6040,29200.00,2022-09-14,10. DP RD závodní stravování VZ Travčice v letech 2022-2023 - říjen 2022,Ústecký kraj,N006/22/V00023872,4,419,
6041,33520.00,2022-09-15,11. DP RD závodní stravování VZ Travčice v letech 2022-2023 - listopad 2022,Ústecký kraj,N006/22/V00023874,4,419,
6042,23600.00,2022-09-15,12. DP RD závodní stravování VZ Travčice v letech 2022-2023 - prosinec 2022,Ústecký kraj,N006/22/V00023878,4,419,
6043,602370.00,2023-08-16,Aktivní síťové prvky HZS JHM,Jihomoravský kraj,N006/23/V00021057,14,649,
6044,117300.00,2023-07-17,Nákup Měrek pro údržbu jeřábu Breeze–Eastern HS-29900-59 - II,Kraj Vysočina,N006/23/V00020098,4,4319,
6045,568714.00,2023-07-10,P-Pankrác – oprava vodovodních armatur,Hlavní město Praha,N006/23/V00018709,120,885,
6046,23258.93,2023-08-16,Objednávka č. 4 k RD č. 391/2023-MA Přeprava autobusy,Jihomoravský kraj,N006/23/V00022862,4,634,
6047,20251.00,2023-08-16,DP č. 2 RD Opravy a servis vozidel T810,Česká republika,N006/23/V00022475,4,602,
6048,1389000.00,2023-03-14,SW pro Magnetom Vida,Hlavní město Praha,N006/23/V00006958,33,4322,
6049,12468044.33,2023-06-20,Objekt hospodářského a technického zázemí obce Cizkrajov,Jihočeský kraj,N006/23/V00016239,574,1093,
6050,344895340.06,2021-09-13,Intenzifikace a zkapacitnění ČOV Brandýs n. L.,Středočeský kraj,N006/21/V00023684,495,4323,
6051,17070.00,2023-08-16,"39. DP RD - Pronájem mobilních toalet, umýváren a stojanů s dezinfekcí pro VÚ 8660 Vyškov na období 01.03.2023 - 29.02.2024",Jihomoravský kraj Jihomoravský kraj,N006/23/V00022452,4,85,
6052,62486426.97,2020-12-07,Kanalizace a ČOV Olešná,Kraj Vysočina,N006/20/V00032813,575,336,
6053,886903.10,2023-05-30,Dodávka komplexního systému fotovoltaické elektrárny,Olomoucký kraj,N006/23/V00015135,576,4324,
6054,74380.16,2023-07-21,Praní a chemické čištění prádla - ÚO Litoměřice,Ústecký kraj,N006/23/V00020636,54,1349,
6055,2066.12,2023-08-16,"D 7/8 - DP k RD: provádění TK a ME na technice nad 3,5 t v roce 2023 (Tatra 810 6x6 1R valník)",Zlínský kraj,N006/23/V00022055,4,199,
6056,34262.00,2023-07-19,Provedení servisní údržby vozidel TATRA T-810,Česká republika,N006/23/V00018119,4,602,
6057,39489230.00,2023-01-27,„Novostavba MŠ Srubec včetně změny vytápění a doplnění FVE“,Jihočeský kraj,N006/23/V00002232,249,1165,
6058,33205.00,2023-07-26,D 125 - Nákup léčiv,Zlínský kraj,N006/23/V00020968,4,1552,
6059,999600.00,2022-03-01,VLRZ p. o. - Virtuální privátní síť pro rok 2022-2023,Česká republika,N006/22/V00001278,59,872,
6060,160400.00,2023-08-16,"Provádění odborných prohlídek a zkoušek, údržby a oprav výtahů v objektech v areálu vily Stiassni",Jihomoravský kraj,N006/23/V00019891,17,4329,
6061,480000.00,,Prezentace VoZP formou umístění bannerů na internetových zpravodajských portálech 2023,Česká republika,N006/23/V00007985,440,3526,
6062,1629000.00,2023-07-18,Náhlavní souprava k radiostanicím - kopie,Jihočeský kraj,N006/23/V00020150,4,1399,
6063,51600.00,2023-06-20,Květináče a substrát,Olomoucký kraj,N006/23/V00017551,4,52,
6064,6600.00,2023-08-16,Výzva č. 31 k RD - Odstraňování nebezpečných a ostatních odpadů,Jihomoravský kraj,N006/23/V00021959,4,353,
6065,89062.42,2023-08-16,Objednávka č. 51 k RD 8290/2021-2170/109,Olomoucký kraj,N006/23/V00022627,4,187,
6066,5764.00,2023-08-16,DP-RD Provedení servisní prohlídky vozidla Š-Fabia combi III 213-49-21,Moravskoslezský kraj,N006/23/V00020363,4,2267,
6067,201108.00,2023-08-16,Objednávka pravidelných ročních kontrol a oprav - č. 4,Jihomoravský kraj,N006/23/V00022654,14,1432,
6068,9450.00,2023-08-16,"38. DP RD - Pronájem mobilních toalet, umýváren a stojanů s dezinfekcí pro VÚ 8660 Vyškov na období 01.03.2023 - 29.02.2024",Jihomoravský kraj Jihomoravský kraj,N006/23/V00022450,4,85,
6069,14700.00,2023-08-16,"37. DP RD - Pronájem mobilních toalet, umýváren a stojanů s dezinfekcí pro VÚ 8660 Vyškov na období 01.03.2023 - 29.02.2024",Jihomoravský kraj Jihomoravský kraj,N006/23/V00022448,4,85,
6070,589020.00,2023-03-10,Modernizace páskové robotiky,Hlavní město Praha,N006/23/V00006625,440,1267,
6071,1283.10,2023-08-16,DP - RD Svoz a likvidace NO - svoz 13.7.2023.,Moravskoslezský kraj,N006/23/V00019219,4,353,
6072,826.45,2023-08-16,D 10/9 - DP K RD nákup PHM a maziv ve smluvních čerpacích stanicích na odběrové karty CCS,Česká republika,N006/23/V00022105,4,320,
6073,949620.93,2023-08-16,Stavební úpravy hospody,,N006/23/V00022871,577,535,
6074,8650000.00,2023-02-13,"Rekultivace vnitrobloku a zpevněné plochy (Polské gymnázium – Polskie Gimnazjum im. J. Słowackiego, Český Těšín)",Moravskoslezský kraj,N006/23/V00003925,101,4332,
6075,2066826.38,2023-06-27,Rekonstrukce prodejny smíšeného zboží v obci Pleše - II. etapa,Jihočeský kraj,N006/23/V00018442,578,3450,
6076,43900001.00,2023-01-23,Rekonstrukce a modernizace silnice II/442 VD Kružberk – Svatoňovice – Čermná ve Slezsku,Moravskoslezský kraj,N006/23/V00001783,101,4334,
6078,1471500.00,2023-04-05,Laboratorní zkoušky vzorků výrobků - ochranné prostředky dýchacích orgánů II,Hlavní město Praha,N006/23/V00009273,158,4336,
6079,6290886.89,2022-10-19,Rekonstrukce správní budovy,Královéhradecký kraj,N006/22/V00020601,256,3783,
6080,82644.63,2023-07-12,Spotřební materiál pro dílenský provoz a údržbu techniky - RD,Pardubický kraj,N006/23/V00019604,4,107,
6081,89822.00,2023-06-12,Hygienické potřeby červen 2023 NBNM,Česká republika,N006/23/V00016732,24,2273,
6082,153207.52,2023-06-21,Hygienické potřeby - objekty NM,Česká republika,N006/23/V00017833,24,4335,
6083,99710.50,2023-08-15,Pronájem prostor pro Burzu práce a přehlídku středních škol Vsetín 2023,Zlínský kraj,N006/23/V00019511,30,4340,
6084,168999.60,2023-05-30,Sanitace půd s opravou a kontrolou střešních prvků v Muzeu Antonína Dvořáka,Hlavní město Praha,N006/23/V00015130,24,4341,
6085,32400.00,2023-02-28,Nákup kovových archivačních skříní,Česká republika,N006/23/V00005464,24,3614,
6086,2488887.67,2023-07-14,ZZC Vyšní Lhoty – Zřízení vycházkových prostor u ubytovacích objektů č. 04 a 05,Moravskoslezský kraj,N006/23/V00019870,226,734,
6087,51700.00,2023-06-15,Nákup tonerů pro VLL KV,Česká republika,N006/23/V00017113,59,1300,
6088,115200.00,2023-04-28,Smlouva na zajištění servisu a údržba výtahů Terezín I a II,Česká republika,N006/23/V00011697,24,4343,
6089,495000.00,2023-08-15,Servis 9 x robot TALON,Česká republika,N006/23/V00022855,4,2559,
6090,170765.00,2023-08-15,Nákup mobilních telefonů vč. příslušenství 2023_II,Hlavní město Praha,N006/23/V00019893,223,3005,
6091,45500.00,2023-08-15,Nákup výpočetní techniky a software vč. příslušenství 2023_VIII,Hlavní město Praha,N006/23/V00019644,223,2188,
6092,1233980.00,2023-06-21,„DODÁVKA INTERIÉROVÉHO VYBAVENÍ PRO MĚSTSKÉ KULTURNÍ STŘEDISKO CHROPYNĚ“_II,Zlínský kraj,N006/23/V00017691,451,4344,
6093,396750.00,2023-08-15,Most kpt. Bartoše v Pardubicích - mostní provizorium - PD,Pardubický kraj,N006/23/V00004628,5,4347,
6094,1896550.00,2023-06-01,Revitalizace systému EKV pro depozitáře NM Terezín I a Terzín II,Česká republika,N006/23/V00014977,24,4348,
6095,7121.00,2023-08-15,"20. Dílčí plnění Praní, chemické čištění a žehlení prádla a dalšího materiálu pro VÚ 6950 Stará Boleslav v roce 2022 a 2023 - kopie",Středočeský kraj,N006/23/V00021398,4,643,
6096,1271927.00,2023-04-21,Zálohovací řešení,Středočeský kraj,N006/23/V00011008,579,697,
6097,1535200.00,2023-06-04,VZMR č. 07/23 - SÚIP – Prodloužení maintenance DLP Software Safetica One Enterprise o 4 roky“,Česká republika,N006/23/V00015682,416,4349,
6098,1297728.00,2023-05-03,Zotavovna VS ČR – 2023 oprava střechy č.p. 43,Královéhradecký kraj,N006/23/V00012067,580,4350,
6099,1797090.00,2023-08-15,PL č. 37/2023 - 1 RD - běžná oprava podvozku GM-568 SURN CZ vpz. 833-33-84 vč. 001,Olomoucký kraj,N006/23/V00012653,4,157,
6100,25000.00,2023-08-15,Jazyková revize vědeckého anglicky psaného textu,,N006/23/V00015317,24,4351,
6101,499200.00,2021-12-17,Technická správa IS Helios Green na rok 2022,,N006/21/V00033010,259,4352,
6102,3414196.55,2022-06-16,PL č. 31/2022 - 1 RD - běžná oprava nástavby GM-568/1S91 - komplet SURN CZ pro KUB v.č. 001 vpz. 833-33-84,Olomoucký kraj,N006/22/V00011769,4,157,
6103,15983008.41,2023-05-31,"Frýdlant, lokalita Údolí - obnova a dostavba vodovodu včetně vodojemu - I. etapa",Liberecký kraj,N006/23/V00015246,13,744,
6104,44900.00,2023-08-15,Oprava 1 ks robot TALON,Česká republika,N006/23/V00022835,4,2559,
6105,210204.80,2023-07-13,"Rámcová dohoda na Opravy, servis a údržba vozidel Tatra Force 815-7 6x6.1R",Česká republika,N006/23/V00019840,4,602,
6106,30000.00,2023-08-15,Výzva na servisní podporu při cvičení na území ČR,Česká republika,N006/23/V00022831,4,2559,
6107,902500.00,2023-07-03,Doplnění a rozšíření programu Agenda chemických látek,Hlavní město Praha,N006/23/V00018053,287,4355,
6108,27851.24,2023-08-15,DP 9/23 Nákup PHM na karty v září 2023,Královéhradecký kraj,N006/23/V00022817,4,320,
6109,6444831.03,2023-05-24,Modernizace světelného signalizačního zařízení v Přerově,Olomoucký kraj,N006/23/V00008518,29,1675,
6110,245000.00,2022-09-26,Izolované generátory napětí s vysokým rozlišením,Hlavní město Praha,N006/22/V00025481,259,4356,
6111,1950000.00,2022-02-04,"Servis, revize, nátěr a údržba koncových prvků JSVV u HZS Plzeňského kraje pro r. 2022 - 2023",Plzeňský kraj,N006/22/V00002397,37,3963,
6112,3971.66,2023-08-14,16. výzva k opravě vozidel Škoda a VW,Olomoucký kraj,N006/23/V00020319,4,187,
6113,10400.00,2020-07-14,Servisní smlouva k DO,Hlavní město Praha,N006/20/V00012471,259,2916,
6114,19897.88,2023-08-14,15. výzva k opravě vozidel Škoda a VW,Olomoucký kraj,N006/23/V00019950,4,187,
6115,86326.64,2023-08-15,DP – RD Zabezpečení závodního stravování formou stravovacích poukázek pro VVetÚ Hlučín za 7/2023.,Moravskoslezský kraj,N006/23/V00021107,4,66,
6116,4524.27,2023-08-15,DP - kancelářský materiál,Královéhradecký kraj,N006/23/V00022323,4,786,
6117,9472.86,2023-08-15,DP - kancelářský materiál,Královéhradecký kraj,N006/23/V00022322,4,786,
6118,10714.00,2023-06-05,Objednávka č.18 Červen 2023 - Likvidace odpadů ze stravovacího zařízení,Olomoucký kraj,N006/23/V00014068,4,3345,
6119,1982976.00,2023-08-15,Rámcová dohoda - Vesta balistická skrytá speciální NIJ IIA,Česká republika,N006/23/V00005439,26,1999,
6120,6049.42,2023-07-24,Objednávka č. 3 k RD č. 391/2023-MA Přeprava autobusy,Jihomoravský kraj,N006/23/V00020639,4,634,
6121,26617.69,2023-07-24,Objednávka č. 2 k RD č. 391/2023-MA Přeprava autobusy,Jihomoravský kraj,N006/23/V00020638,4,634,
6122,12053.14,2023-08-15,DP - kancelářský materiál,Královéhradecký kraj,N006/23/V00022321,4,786,
6123,122421.32,2023-07-14,Objednávka č. 1 k RD č. 391/2023-MA Přeprava autobusy,Jihomoravský kraj,N006/23/V00019782,4,634,
6124,5236.48,2023-08-15,DP - kancelářský materiál,Královéhradecký kraj,N006/23/V00022320,4,786,
6125,10697448.37,2023-02-07,Smolotely - Draha - kanalizace,Středočeský kraj,N006/23/V00003292,581,2953,
6126,93840.00,2023-07-21,Tablet,Královéhradecký kraj,N006/23/V00020594,4,249,
6127,5979752.07,2021-04-29,Návleky na boty polní zateplené modernizované,Jihomoravský kraj,N006/21/V00010131,4,4360,
6128,69740.00,2023-07-21,Technika k měření délky spánku a fyzické aktivity v průběhu experimentu,Královéhradecký kraj,N006/23/V00020604,4,416,
6129,247644.00,2023-08-15,Nákup multifunkčních zařízení,Hlavní město Praha,N006/23/V00017887,210,69,
6130,1257600.00,2020-10-26,„Výběr poskytovatele Technického dozoru stavebníka a koordinátora BOZP pro projekt “ Odkanalizování obce Velké Kunětice,Česká republika,N006/20/V00028807,582,498,
6131,1487603.31,2023-04-26,Zajištění servisních služeb a dodávek spotřebního materiálu pro multifunkční kopírovací zařízení - opakované řízení,Česká republika,N006/23/V00011619,114,823,
6132,40080.00,2023-01-05,13. DP RD závodní stravování VZ Travčice v letech 2022-2023 - leden 2023,Ústecký kraj,N006/23/V00000072,4,419,
6133,400000.00,2023-08-15,Autoskla a příslušenství pro jejich lepení,Jihomoravský kraj,N006/23/V00019357,55,4363,
6134,1825200.00,2023-03-23,Servis telefonních ústředen NM,Hlavní město Praha,N006/23/V00007986,24,2777,
6135,35920.00,2023-01-23,14. DP RD závodní stravování VZ Travčice v letech 2022-2023 - únor 2023,Ústecký kraj,N006/23/V00001144,4,419,
6136,44960.00,2023-02-23,15. DP RD závodní stravování VZ Travčice v letech 2022-2023 – březen 2023,Ústecký kraj,N006/23/V00004793,4,419,
6137,34800.00,2023-03-22,16. DP RD závodní stravování VZ Travčice v letech 2022-2023 - duben 2023,Ústecký kraj,N006/23/V00007615,4,419,
6138,39440.00,2023-04-25,17. DP RD závodní stravování VZ Travčice v letech 2022-2023 - květen 2023,Ústecký kraj,N006/23/V00011260,4,419,
6139,27825.10,2023-08-15,Nákup hygienického a drogistického zboží,Olomoucký kraj,N006/23/V00017211,4,2146,
6140,29848.00,2023-07-25,103 JN – Nákup pneumatik na vozidla ASC DUKLA,Hlavní město Praha,N006/23/V00020829,4,3199,
6141,37040.00,2023-05-23,18. DP RD závodní stravování VZ Travčice v letech 2022-2023 - červen 2023,Ústecký kraj,N006/23/V00014126,4,419,
6142,28480.00,2023-06-27,19. DP RD závodní stravování VZ Travčice v letech 2022-2023 - červenec 2023,Ústecký kraj,N006/23/V00018074,4,419,
6143,99542.00,2023-06-09,373/2023-MA - Nákup licenční služby pro SafeQ na dobu 12 měsíců,Jihomoravský kraj,N006/23/V00016432,4,1452,
6144,164288.00,2023-08-15,Úpravy výstavního fundusu pro výstavu Sýrie,,N006/23/V00004851,24,2321,
6145,2000000.00,2021-04-21,Nákup pneumatik a pneumateriálu mimo RS,,N006/21/V00009507,55,4084,
6146,798000.00,2023-06-14,Počítačový perimetr,Zlínský kraj,N006/23/V00016916,28,478,
6147,50000.00,2023-08-15,Demontáž a částečná likvidace výstavy Obnovená tvář,,N006/23/V00020650,24,2765,
6148,413.00,2023-08-15,4.DP Provedení STK ( TK+ME),Jihočeský kraj,N006/23/V00022439,4,1933,
6149,659500.00,2023-08-15,Doplnění veřejného osvětlení solárními světly- III.etapa,,N006/23/V00022790,234,4364,
6150,68750.00,2023-08-15,8.DP RD 21105001458 periodické a tlakové zkoušky HP,Česká republika,N006/23/V00022248,4,233,
6151,112073.55,2023-08-15,3.DP RD 23105001553 Speciální přípravky pro akredit.laboratoř,Česká republika,N006/23/V00022040,4,282,
6152,4798350.20,2023-08-15,Stavební úpravy Olešná čp. 81 – II.etapa,,N006/23/V00022787,575,4365,
6153,4222890.00,2023-01-17,Nákup zodolněných serverů,Hlavní město Praha,N006/23/V00001205,115,856,
6154,556000.00,2023-08-15,Objednávka 4 generátorů napětí a 2 řídících jednotek dle RD,Hlavní město Praha,N006/23/V00022782,259,4356,
6155,7483.00,2023-08-15,"20. Dílčí plnění Praní, chemické čištění a žehlení prádla a dalšího materiálu pro VÚ 6950 Stará Boleslav v roce 2022 a 2023",Středočeský kraj,N006/23/V00022648,4,643,
6156,6600.00,2023-04-05,"Sběr, přeprava a odstranění odpadu v roce 2023",Olomoucký kraj,N006/23/V00003951,4,3039,
6157,120289.26,2023-08-15,2.DP RD 23105001553 Speciální přípravky pro pracoviště akredit.laboratoře,Česká republika,N006/23/V00022036,4,282,
6158,5514090.23,2023-06-01,Rekonstrukce komunikace ul. Kolonie,Pardubický kraj,N006/23/V00015476,583,4366,
6159,3356.91,2023-08-15,"7. DP RD 21105002246 Opravy a servis motorových sekaček, pil, křovinořezů a ostatní přenosné techniky poháněné spalovacím motorem 2022-2023",Královéhradecký kraj,N006/23/V00022525,4,4369,
6160,1064754.18,2023-08-15,MT 38383 / ÚP 84 / ÚP / TČ,Jihočeský kraj,N006/23/V00020764,11,34,
6161,164337.00,2023-04-25,Nákup nivelačních kódových latí (1 pár),,N006/23/V00011180,359,559,
6162,8000000.00,2022-12-01,Přepravní služby - velká vozidla,Česká republika,N006/22/V00032271,223,4370,
6163,8000000.00,2023-04-17,Přepravní služby - malá vozidla,Česká republika,N006/23/V00010440,223,4371,
6164,500000.00,2023-03-02,ÚP ÚL - nákup spotřebního materiálu ICT pro ÚP Ústí nad Labem,Ústecký kraj,N006/23/V00004318,38,822,
6165,4800.00,2023-06-23,ZP – k.ú. Hudcov – p.č. 348.,Česká republika,N006/23/V00017319,38,2168,
6166,27305.60,2023-08-15,Nákup pracovní obuvi pro zdravotnický personál,Olomoucký kraj,N006/23/V00006014,4,3607,
6167,1412184.00,2023-07-04,"ÚP ÚL - Výměna měření a regulace výměníkové stanice na adrese Mírové nám.36, Ústí nad Labem",Ústecký kraj,N006/23/V00017968,38,3415,
6168,322500.00,2023-08-04,Konfigurační databáze AuditPro CMDB,Hlavní město Praha,N006/23/V00020911,405,4374,
6169,54467.55,2023-08-15,Nákup zubolékařského materiálu,Olomoucký kraj,N006/23/V00013821,4,4153,
6170,1000000.00,2023-07-14,"RD - Servis, údržba a oprava vozidel KAROSA",Olomoucký kraj,N006/23/V00019921,4,364,
6171,1.00,2023-08-15,Výzva č. 15-2023,Česká republika,N006/23/V00014917,25,831,
6172,165096.45,2022-05-05,Dodání propagačních předmětů,Hlavní město Praha,N006/22/V00010933,32,372,
6173,1800.00,2023-08-15,"OL - likvidace vyřazených elektrospotřebičů KoP Šumperk, obj. 223",,N006/23/V00022762,30,4377,
6174,24793.38,2023-08-15,DP č.7/2023 Odstranění nebezpečného odpadu,Královéhradecký kraj,N006/23/V00022764,4,830,
6175,2178551.27,2023-08-15,Stavební úpravy hřbitova Dolní Němčí - opravy zděného oplocení,,N006/23/V00022763,392,4378,
6176,718484.00,2023-08-15,MT38387/ÚP86/LÚ7/TČ,Jihočeský kraj,N006/23/V00020945,11,723,
6177,19008.26,2023-08-15,DP č.6/2023 Oprava univerzálního šlehacího a hnětacího stroje RE 22,Královéhradecký kraj,N006/23/V00022761,4,1894,
6178,5596186.71,,Dodávka mobilního třídiče (hrubotřídiče),Moravskoslezský kraj,N006/23/V00016577,584,4380,
6179,127000.00,2021-07-12,"Vypracování projektové dokumentace pro provedení úprav sociálního zázemí v objektu Na Bělidle 5, Praha 5",Hlavní město Praha,N006/21/V00017986,32,2643,
6180,2120.00,2023-08-15,"OL - servis plynového kotle KoP Přerov, obj. 312",Olomoucký kraj,N006/23/V00022757,30,4381,
